TIME,LATITUDE,LONGITUDE,RAINFALL,MAX_TEMP
2024-11-14,18.5,83.5,0.0,30.409618
2024-11-14,18.5,84.5,,30.87282
2024-11-14,18.5,85.5,,
2024-11-14,18.5,86.5,,
2024-11-14,18.5,87.5,,
2024-11-14,19.5,81.5,0.0,31.068645
2024-11-14,19.5,82.5,0.0,30.015188
2024-11-14,19.5,83.5,0.0,30.730867
2024-11-14,19.5,84.5,0.0,30.784246
2024-11-14,19.5,85.5,,30.554714
2024-11-14,19.5,86.5,,
2024-11-14,19.5,87.5,,
2024-11-14,20.5,81.5,0.0,30.323591
2024-11-14,20.5,82.5,0.0,30.93126
2024-11-14,20.5,83.5,0.0,31.043036
2024-11-14,20.5,84.5,0.0,30.8464
2024-11-14,20.5,85.5,0.0,30.48041
2024-11-14,20.5,86.5,0.0,30.727789
2024-11-14,20.5,87.5,,
2024-11-14,21.5,81.5,0.0,30.973965
2024-11-14,21.5,82.5,0.0,31.10705
2024-11-14,21.5,83.5,0.0,30.782026
2024-11-14,21.5,84.5,0.0,30.5943
2024-11-14,21.5,85.5,0.0,30.793343
2024-11-14,21.5,86.5,0.0,30.48844
2024-11-14,21.5,87.5,,30.301016
2024-11-14,22.5,81.5,0.0,30.256056
2024-11-14,22.5,82.5,0.0,30.446955
2024-11-14,22.5,83.5,0.0,30.453949
2024-11-14,22.5,84.5,0.0,30.30911
2024-11-14,22.5,85.5,0.0,30.441519
2024-11-14,22.5,86.5,0.0,29.8596
2024-11-14,22.5,87.5,0.0,29.658247
2024-11-15,17.5,81.5,0.0,30.350414
2024-11-15,17.5,82.5,0.0,30.17914
2024-11-15,17.5,83.5,,30.270046
2024-11-15,17.5,84.5,,
2024-11-15,17.5,85.5,,
2024-11-15,17.5,86.5,,
2024-11-15,17.5,87.5,,
2024-11-15,18.5,81.5,0.0,30.338999
2024-11-15,18.5,82.5,0.0,29.889324
2024-11-15,18.5,83.5,0.0,29.937622
2024-11-15,18.5,84.5,,30.764067
2024-11-15,18.5,85.5,,
2024-11-15,18.5,86.5,,
2024-11-15,18.5,87.5,,
2024-11-15,19.5,81.5,0.0,30.632278
2024-11-15,19.5,82.5,0.0,29.819284
2024-11-15,19.5,83.5,0.0,30.682407
2024-11-15,19.5,84.5,0.0,30.702238
2024-11-15,19.5,85.5,,30.646236
2024-11-15,19.5,86.5,,
2024-11-15,19.5,87.5,,
2024-11-15,20.5,81.5,0.0,29.938084
2024-11-15,20.5,82.5,0.0,30.59565
2024-11-15,20.5,83.5,0.0,30.8111
2024-11-15,20.5,84.5,0.0,30.8719
2024-11-15,20.5,85.5,0.0,30.750599
2024-11-15,20.5,86.5,0.0,30.626175
2024-11-15,20.5,87.5,,
2024-11-15,21.5,81.5,0.0,30.579678
2024-11-15,21.5,82.5,0.0,30.515278
2024-11-15,21.5,83.5,0.0,30.479706
2024-11-15,21.5,84.5,0.0,30.416092
2024-11-15,21.5,85.5,0.0,30.79259
2024-11-15,21.5,86.5,0.0,30.754105
2024-11-15,21.5,87.5,,30.088152
2024-11-15,22.5,81.5,0.0,29.9845
2024-11-15,22.5,82.5,0.0,30.01819
2024-11-15,22.5,83.5,0.0,29.845453
2024-11-15,22.5,84.5,0.0,29.952124
2024-11-15,22.5,85.5,0.0,30.660753
2024-11-15,22.5,86.5,0.0,30.108624
2024-11-15,22.5,87.5,0.0,29.935751
2024-11-16,17.5,81.5,0.0,29.900723
2024-11-16,17.5,82.5,0.0,29.639544
2024-11-16,17.5,83.5,,29.91079
2024-11-16,17.5,84.5,,
2024-11-16,17.5,85.5,,
2024-11-16,17.5,86.5,,
2024-11-16,17.5,87.5,,
2024-11-16,18.5,81.5,0.0,29.8502
2024-11-16,18.5,82.5,0.0,29.417992
2024-11-16,18.5,83.5,0.0,29.661661
2024-11-16,18.5,84.5,,30.196266
2024-11-16,18.5,85.5,,
2024-11-16,18.5,86.5,,
2024-11-16,18.5,87.5,,
2024-11-16,19.5,81.5,0.0,29.981085
2024-11-16,19.5,82.5,0.0,29.24421
2024-11-16,19.5,83.5,0.0,30.1097
2024-11-16,19.5,84.5,0.0,30.200258
2024-11-16,19.5,85.5,,30.071552
2024-11-16,19.5,86.5,,
2024-11-16,19.5,87.5,,
2024-11-16,20.5,81.5,0.0,29.398859
2024-11-16,20.5,82.5,0.0,30.185038
2024-11-16,20.5,83.5,0.0,30.356964
2024-11-16,20.5,84.5,0.0,30.31447
2024-11-16,20.5,85.5,0.0,29.86996
2024-11-16,20.5,86.5,0.0,29.69743
2024-11-16,20.5,87.5,,
2024-11-16,21.5,81.5,0.0,30.046406
2024-11-16,21.5,82.5,0.0,30.172062
2024-11-16,21.5,83.5,0.0,29.9824
2024-11-16,21.5,84.5,0.0,29.734383
2024-11-16,21.5,85.5,0.0,29.983437
2024-11-16,21.5,86.5,0.0,29.628847
2024-11-16,21.5,87.5,,29.232828
2024-11-16,22.5,81.5,0.0,29.53382
2024-11-16,22.5,82.5,0.0,29.614717
2024-11-16,22.5,83.5,0.0,29.544151
2024-11-16,22.5,84.5,0.0,29.25379
2024-11-16,22.5,85.5,0.0,29.62732
2024-11-16,22.5,86.5,0.0,28.730719
2024-11-16,22.5,87.5,0.0,28.690968
2024-11-17,17.5,81.5,0.0,29.51845
2024-11-17,17.5,82.5,0.0,29.441477
2024-11-17,17.5,83.5,,29.517828
2024-11-17,17.5,84.5,,
2024-11-17,17.5,85.5,,
